lon1,lat1,lon2,lat2,highway,length_m
-3.1910621,55.946004,-3.1910187,55.9461874,tertiary,20.57
-3.1910187,55.9461874,-3.1909999,55.9462668,tertiary,8.91
-3.1907389,55.947581,-3.1906871,55.9475923,pedestrian,3.46
-3.1906871,55.9475923,-3.1906633,55.9475975,pedestrian,1.59
-3.1906633,55.9475975,-3.1906254,55.9476056,pedestrian,2.53
-3.1906254,55.9476056,-3.1905429,55.9474861,pedestrian,14.25
-3.1905429,55.9474861,-3.1905587,55.9474827,pedestrian,1.05
-3.1905587,55.9474827,-3.1905016,55.9474027,pedestrian,9.58
-3.1905016,55.9474027,-3.190542,55.9473941,pedestrian,2.69
-3.190542,55.9473941,-3.1906343,55.9473744,pedestrian,6.15
-3.1906343,55.9473744,-3.1906805,55.9473646,pedestrian,3.08
-3.1906805,55.9473646,-3.1907206,55.9474235,pedestrian,7.01
-3.1907206,55.9474235,-3.1907406,55.9474546,pedestrian,3.68
-3.1907406,55.9474546,-3.1906921,55.9475106,pedestrian,6.92
-3.1906921,55.9475106,-3.1907389,55.947581,pedestrian,8.35
-3.1906871,55.9475923,-3.190657,55.9475432,footway,5.77
-3.190657,55.9475432,-3.190627,55.9474443,footway,11.15
-3.190627,55.9474443,-3.1906343,55.9473744,footway,7.79
-3.190627,55.9474443,-3.190542,55.9473941,footway,7.69
-3.1906633,55.9475975,-3.190657,55.9475432,footway,6.05
-3.1906343,55.9473744,-3.1905483,55.9472603,footway,13.77
-3.190542,55.9473941,-3.1904612,55.947287,footway,12.93
-3.1893089,55.9473904,-3.1893471,55.9474456,footway,6.58
-3.1893471,55.9474456,-3.1893857,55.9475015,footway,6.66
-3.1893857,55.9475015,-3.1894057,55.9475289,footway,3.29
-3.190939,55.9469075,-3.1908501,55.9469257,steps,5.89
-3.187165,55.9459249,-3.1870918,55.9458237,tertiary,12.14
-3.1870918,55.9458237,-3.1870374,55.9457485,tertiary,9.02
-3.1870374,55.9457485,-3.1869614,55.9456435,tertiary,12.60
-3.1882748,55.9455194,-3.1882072,55.9455297,footway,4.36
-3.1875404,55.9459716,-3.1873833,55.9459809,service,9.84
-3.1873833,55.9459809,-3.1875188,55.9459273,service,10.33
-3.187235,55.9460154,-3.1873833,55.9459809,service,10.00
-3.1877068,55.9455262,-3.1877352,55.945585,service,6.77
-3.1882245,55.9457739,-3.188403,55.9457492,steps,11.45
-3.1912407,55.9449001,-3.1915685,55.9448881,footway,20.46
-3.1915685,55.9448881,-3.191694,55.9448708,footway,8.05
-3.1911172,55.9452899,-3.1911203,55.9453248,cycleway,3.89
-3.1911203,55.9453248,-3.1911395,55.9453542,cycleway,3.48
-3.1910906,55.9454264,-3.1910746,55.9454384,footway,1.67
-3.1912417,55.9453992,-3.1912526,55.9454018,cycleway,0.74
-3.1911395,55.9453542,-3.1911551,55.9453782,cycleway,2.84
-3.1911551,55.9453782,-3.1912417,55.9453992,cycleway,5.88
-3.1882717,55.9467646,-3.1883371,55.9467091,pedestrian,7.39
-3.1869362,55.945331,-3.1867745,55.9453713,footway,11.02
-3.1870274,55.9454438,-3.1868537,55.9454866,footway,11.82
-3.1872253,55.9455193,-3.1871681,55.9455338,footway,3.91
-3.1871681,55.9455338,-3.1871118,55.9455481,footway,3.85
-3.1871118,55.9455481,-3.1870412,55.9454608,footway,10.66
-3.1870412,55.9454608,-3.1870274,55.9454438,footway,2.08
-3.1870274,55.9454438,-3.1870137,55.9454268,footway,2.07
-3.1870137,55.9454268,-3.1869679,55.9453701,footway,6.92
-3.1869679,55.9453701,-3.1869362,55.945331,footway,4.77
-3.1869362,55.945331,-3.1869045,55.9452918,footway,4.78
-3.1869045,55.9452918,-3.1871223,55.9452344,footway,14.99
-3.1871223,55.9452344,-3.1872324,55.9452164,footway,7.14
-3.1872324,55.9452164,-3.1872455,55.9452416,footway,2.92
-3.1872455,55.9452416,-3.1872068,55.945248,footway,2.51
-3.1872068,55.945248,-3.1871354,55.9452596,footway,4.63
-3.1871354,55.9452596,-3.1870959,55.9453046,footway,5.58
-3.1870959,55.9453046,-3.1870772,55.9453259,footway,2.64
-3.1870772,55.9453259,-3.1872253,55.9455193,footway,23.40
-3.1870969,55.9450376,-3.1870472,55.9449429,pedestrian,10.98
-3.1870472,55.9449429,-3.1869022,55.9449642,pedestrian,9.33
-3.1869022,55.9449642,-3.1869788,55.9450572,pedestrian,11.39
-3.1869788,55.9450572,-3.1870969,55.9450376,pedestrian,7.67
-3.1870472,55.9449429,-3.1870416,55.9449322,pedestrian,1.24
-3.1870416,55.9449322,-3.1869202,55.9447007,pedestrian,26.83
-3.1869202,55.9447007,-3.1868687,55.9447096,pedestrian,3.36
-3.1868687,55.9447096,-3.1868121,55.9447193,pedestrian,3.69
-3.1868121,55.9447193,-3.1867525,55.9447296,pedestrian,3.88
-3.1867525,55.9447296,-3.1866314,55.9447504,pedestrian,7.89
-3.1866314,55.9447504,-3.1864791,55.9447766,pedestrian,9.92
-3.1864791,55.9447766,-3.1865485,55.9448564,pedestrian,9.87
-3.1865485,55.9448564,-3.1865611,55.9448723,pedestrian,1.93
-3.1865611,55.9448723,-3.1866169,55.9448569,pedestrian,3.87
-3.1866169,55.9448569,-3.1866309,55.944853,pedestrian,0.97
-3.1866309,55.944853,-3.1866172,55.9448375,pedestrian,1.92
-3.1866172,55.9448375,-3.1866737,55.9448219,pedestrian,3.92
-3.1866737,55.9448219,-3.1867638,55.944797,pedestrian,6.26
-3.1867638,55.944797,-3.1869022,55.9449642,pedestrian,20.49
-3.1869022,55.9449642,-3.1870472,55.9449429,pedestrian,9.33
-3.187941,55.945175,-3.1876768,55.9451768,pedestrian,16.45
-3.1876768,55.9451768,-3.1876284,55.9450879,pedestrian,10.33
-3.1876284,55.9450879,-3.1878121,55.9450573,pedestrian,11.93
-3.1878121,55.9450573,-3.1877791,55.9449946,pedestrian,7.27
-3.1877791,55.9449946,-3.1877447,55.9449292,pedestrian,7.58
-3.1877447,55.9449292,-3.1878019,55.9449194,pedestrian,3.72
-3.1878019,55.9449194,-3.1878715,55.9450474,pedestrian,14.88
-3.1878715,55.9450474,-3.1878901,55.9450815,pedestrian,3.96
-3.1878901,55.9450815,-3.187941,55.945175,pedestrian,10.87
-3.1890803,55.9473739,-3.1891331,55.947449,steps,8.97
-3.1909475,55.9471017,-3.1909927,55.9471581,footway,6.87
-3.1909927,55.9471581,-3.1910214,55.9471939,footway,4.36
-3.1909475,55.9471017,-3.1898611,55.947333,footway,72.37
-3.1898611,55.947333,-3.1893471,55.9474456,footway,34.37
-3.1893471,55.9474456,-3.18916,55.9474871,footway,12.53
-3.18916,55.9474871,-3.1891331,55.947449,footway,4.56
-3.190789,55.9463768,-3.190781,55.9463633,footway,1.58
-3.1907663,55.9463443,-3.1907737,55.9463546,footway,1.23
-3.190781,55.9463633,-3.1907737,55.9463546,steps,1.07
-3.190813,55.9464476,-3.190789,55.9463768,footway,8.01
-3.1910187,55.9461874,-3.1908908,55.946181,footway,8.00
-3.1908908,55.946181,-3.1908743,55.9461804,footway,1.03
-3.1908743,55.9461804,-3.1908477,55.9462427,footway,7.12
-3.1908477,55.9462427,-3.1908156,55.9461744,footway,7.85
-3.1908156,55.9461744,-3.1907924,55.946172,footway,1.47
-3.1908743,55.9461804,-3.1908156,55.9461744,steps,3.72
